350.00	5.07
351.00	5.81
352.00	7.62
353.00	6.26
354.00	5.74
355.00	6.66
356.00	8.32
357.00	6.29
358.00	5.32
359.00	5.89
360.00	6.60
361.00	5.26
362.00	7.62
363.00	6.66
364.00	5.70
365.00	6.84
366.00	7.01
367.00	6.76
368.00	6.86
369.00	5.72
370.00	7.89
371.00	5.15
372.00	6.19
373.00	4.79
374.00	6.57
375.00	3.95
376.00	7.54
377.00	6.21
378.00	7.99
379.00	5.86
380.00	7.47
381.00	6.44
382.00	6.11
383.00	7.75
384.00	9.85
385.00	9.08
386.00	9.68
387.00	6.66
388.00	7.53
389.00	10.62
390.00	12.42
391.00	8.21
392.00	7.15
393.00	9.47
394.00	9.33
395.00	9.40
396.00	11.12
397.00	18.64
398.00	27.40
399.00	10.03
400.00	8.99
401.00	7.65
402.00	6.07
403.00	8.87
404.00	8.01
405.00	7.54
406.00	7.40
407.00	10.34
408.00	10.35
409.00	12.13
410.00	35.69
411.00	102.47
412.00	16.90
413.00	10.25
414.00	6.62
415.00	7.20
416.00	7.33
417.00	8.54
418.00	8.09
419.00	6.87
420.00	5.60
421.00	7.29
422.00	7.78
423.00	7.03
424.00	7.02
425.00	8.16
426.00	8.00
427.00	6.81
428.00	8.53
429.00	9.45
430.00	7.90
431.00	16.83
432.00	22.55
433.00	45.37
434.00	172.20
435.00	528.32
436.00	73.53
437.00	38.35
438.00	21.14
439.00	12.56
440.00	10.54
441.00	11.51
442.00	10.20
443.00	8.65
444.00	9.81
445.00	8.90
446.00	11.50
447.00	9.22
448.00	5.88
449.00	8.45
450.00	7.70
451.00	9.51
452.00	8.30
453.00	9.26
454.00	7.90
455.00	8.12
456.00	7.64
457.00	8.93
458.00	10.16
459.00	10.51
460.00	8.37
461.00	7.25
462.00	9.19
463.00	10.12
464.00	9.20
465.00	8.64
466.00	9.04
467.00	8.04
468.00	8.57
469.00	10.81
470.00	9.52
471.00	9.95
472.00	7.94
473.00	9.27
474.00	11.93
475.00	10.78
476.00	12.53
477.00	11.48
478.00	14.48
479.00	15.22
480.00	21.07
481.00	37.39
482.00	52.66
483.00	80.14
484.00	173.03
485.00	411.69
486.00	2071.96
487.00	3915.30
488.00	3871.06
489.00	496.42
490.00	207.11
491.00	77.72
492.00	40.20
493.00	26.32
494.00	22.00
495.00	17.68
496.00	16.05
497.00	13.30
498.00	12.07
499.00	12.89
500.00	9.18
501.00	11.01
502.00	11.84
503.00	11.74
504.00	9.73
505.00	10.17
506.00	10.40
507.00	9.80
508.00	9.42
509.00	10.09
510.00	9.98
511.00	8.68
512.00	8.96
513.00	8.75
514.00	7.29
515.00	9.06
516.00	9.43
517.00	9.10
518.00	8.60
519.00	9.02
520.00	9.39
521.00	8.80
522.00	7.55
523.00	8.75
524.00	8.22
525.00	9.42
526.00	10.74
527.00	7.39
528.00	9.16
529.00	8.80
530.00	9.32
531.00	9.93
532.00	9.46
533.00	9.55
534.00	10.47
535.00	9.43
536.00	9.49
537.00	10.95
538.00	8.41
539.00	8.00
540.00	9.30
541.00	9.13
542.00	6.13
543.00	9.68
544.00	10.60
545.00	9.10
546.00	7.97
547.00	6.89
548.00	7.83
549.00	8.08
550.00	7.56
551.00	7.66
552.00	7.62
553.00	6.74
554.00	9.21
555.00	9.19
556.00	9.99
557.00	7.34
558.00	8.38
559.00	8.93
560.00	7.12
561.00	8.33
562.00	8.60
563.00	9.39
564.00	9.85
565.00	8.03
566.00	10.32
567.00	11.37
568.00	9.40
569.00	12.93
570.00	15.29
571.00	14.48
572.00	12.34
573.00	12.10
574.00	17.02
575.00	13.69
576.00	15.27
577.00	18.04
578.00	16.85
579.00	16.54
580.00	19.30
581.00	19.86
582.00	28.42
583.00	27.00
584.00	21.06
585.00	18.92
586.00	15.07
587.00	15.67
588.00	16.12
589.00	19.10
590.00	19.27
591.00	17.37
592.00	16.92
593.00	15.40
594.00	19.82
595.00	23.48
596.00	16.95
597.00	16.69
598.00	21.01
599.00	19.19
600.00	15.30
601.00	15.08
602.00	13.82
603.00	22.75
604.00	25.19
605.00	16.54
606.00	16.05
607.00	15.41
608.00	15.62
609.00	16.07
610.00	18.50
611.00	15.15
612.00	13.83
613.00	14.86
614.00	18.60
615.00	17.83
616.00	21.65
617.00	24.05
618.00	17.26
619.00	13.96
620.00	14.73
621.00	13.70
622.00	10.34
623.00	13.57
624.00	16.20
625.00	13.79
626.00	13.55
627.00	11.30
628.00	14.06
629.00	14.76
630.00	12.93
631.00	13.82
632.00	12.89
633.00	15.18
634.00	17.91
635.00	17.61
636.00	14.62
637.00	15.55
638.00	18.67
639.00	18.99
640.00	19.68
641.00	20.08
642.00	23.04
643.00	23.65
644.00	26.52
645.00	33.53
646.00	33.41
647.00	39.33
648.00	49.34
649.00	55.41
650.00	73.63
651.00	105.26
652.00	176.08
653.00	428.88
654.00	977.72
655.00	3052.03
656.00	3918.06
657.00	3915.79
658.00	3915.71
659.00	3915.81
660.00	3919.32
661.00	1290.26
662.00	312.26
663.00	158.73
664.00	86.41
665.00	60.59
666.00	44.69
667.00	38.59
668.00	32.67
669.00	24.49
670.00	22.00
671.00	20.92
672.00	19.27
673.00	19.47
674.00	14.53
675.00	13.69
676.00	13.54
677.00	14.45
678.00	13.24
679.00	12.37
680.00	9.16
681.00	9.75
682.00	9.27
683.00	7.00
684.00	7.77
685.00	6.84
686.00	6.65
687.00	5.27
688.00	7.24
689.00	4.91
690.00	5.96
691.00	6.56
692.00	5.51
693.00	5.44
694.00	4.21
695.00	5.83
696.00	5.02
697.00	3.38
698.00	5.08
699.00	3.07
700.00	4.80
701.00	3.75
702.00	5.14
703.00	3.48
704.00	2.60
705.00	4.07
706.00	4.24
707.00	3.30
708.00	4.17
709.00	5.00
710.00	2.24
711.00	3.24
712.00	1.88
713.00	3.69
714.00	4.48
715.00	1.98
716.00	0.96
717.00	3.54
718.00	3.89
719.00	2.90
720.00	1.31
721.00	1.37
722.00	3.32
723.00	2.11
724.00	0.93
725.00	3.31
726.00	2.71
727.00	4.61
728.00	2.57
729.00	3.68
730.00	3.30
731.00	1.80
732.00	2.61
733.00	0.76
734.00	4.37
735.00	1.94
736.00	2.34
737.00	2.64
738.00	2.28
739.00	1.02
740.00	1.73
741.00	2.16
742.00	1.14
743.00	1.03
744.00	0.38
745.00	1.92
746.00	2.37
747.00	1.31
748.00	2.22
749.00	0.28
750.00	1.10
751.00	0.51
752.00	1.61
753.00	2.65
754.00	3.47
755.00	2.27
756.00	0.43
757.00	1.28
758.00	2.02
759.00	2.16
760.00	1.84
761.00	3.03
762.00	2.26
763.00	1.30
764.00	3.63
765.00	-0.83
766.00	0.93
767.00	1.73
768.00	0.49
769.00	-0.07
770.00	0.53
771.00	1.85
772.00	1.57
773.00	1.62
774.00	1.66
775.00	2.41
776.00	1.89
777.00	14.35
778.00	124.54
779.00	85.00
780.00	28.58
781.00	7.20
782.00	2.66
783.00	0.63
784.00	1.76
785.00	0.69
786.00	1.91
787.00	0.34
788.00	0.58
789.00	0.84
790.00	0.47
791.00	1.71
792.00	1.81
793.00	1.65
794.00	-1.02
795.00	0.28
796.00	2.90
797.00	1.15
798.00	1.34
799.00	1.80
800.00	-0.61
801.00	0.54
802.00	-1.27
803.00	0.86
804.00	-0.25
805.00	-0.50
806.00	1.17
807.00	-0.12
808.00	0.48
809.00	-0.49
810.00	0.82
811.00	-0.62
812.00	-0.10
813.00	1.82
814.00	-1.37
815.00	-1.02
816.00	1.21
817.00	-1.12
818.00	1.13
819.00	0.48
820.00	-0.19
821.00	1.12
822.00	-0.13
823.00	2.10
824.00	-0.48
825.00	1.72
826.00	2.03
827.00	0.11
828.00	1.79
829.00	1.25
830.00	1.27
831.00	-1.62
832.00	0.98
833.00	0.90
834.00	-0.54
835.00	0.66
836.00	1.36
837.00	1.12
838.00	-0.16
839.00	1.26
840.00	2.05
841.00	2.28
842.00	-0.11
843.00	-0.36
844.00	1.57
845.00	31.51
846.00	57.37
847.00	14.37
848.00	0.90
849.00	1.05
850.00	0.34
851.00	0.16
852.00	-0.85
853.00	1.10
854.00	1.26
855.00	0.50
856.00	0.55
857.00	-0.82
858.00	1.52
859.00	-0.06
860.00	-0.58
861.00	1.34
862.00	2.02
863.00	0.52
864.00	0.40
865.00	0.75
866.00	-0.32
867.00	0.19
868.00	-0.03
869.00	0.51
870.00	-1.02
871.00	-0.78
872.00	-0.39
873.00	-0.26
874.00	-0.73
875.00	0.28
876.00	0.64
877.00	-0.30
878.00	-0.01
879.00	-1.16
880.00	-0.15
881.00	0.80
882.00	1.05
883.00	1.24
884.00	-1.06
885.00	1.33
886.00	0.33
887.00	-0.80
888.00	0.41
889.00	0.21
890.00	-0.19
891.00	0.67
892.00	-0.62
893.00	0.65
894.00	-1.05
895.00	-0.91
896.00	-1.30
897.00	0.25
898.00	-0.20
899.00	-0.92
900.00	1.62
901.00	1.73
902.00	1.58
903.00	1.46
904.00	-0.68
905.00	-0.79
906.00	-1.45
907.00	2.77
908.00	0.37
909.00	0.05
910.00	-1.11
911.00	-0.16
912.00	0.39
913.00	-1.50
914.00	-0.33
915.00	0.49
916.00	0.06
917.00	-1.18
918.00	-0.19
919.00	0.69
920.00	-0.95
921.00	0.56
922.00	0.33
923.00	-1.03
924.00	-2.19
925.00	-0.64
926.00	0.55
927.00	3.05
928.00	2.81
929.00	1.68
930.00	-0.08
931.00	-0.80
932.00	-0.24
933.00	0.03
934.00	0.52
935.00	3.31
936.00	1.77
937.00	0.63
938.00	-0.52
939.00	1.05
940.00	-0.44
941.00	0.50
942.00	0.68
943.00	0.43
944.00	-2.86
945.00	-3.69
946.00	-1.50
947.00	-0.44
948.00	-0.63
949.00	-0.33
950.00	0.38
951.00	0.41
952.00	-0.38
953.00	-2.63
954.00	0.21
955.00	-1.26
956.00	-0.08
957.00	3.17
958.00	0.99
959.00	0.53
960.00	0.13
961.00	0.28
962.00	-0.06
963.00	0.26
964.00	-0.60
965.00	-0.73
966.00	-0.22
967.00	-0.48
968.00	-0.32
969.00	0.10
970.00	0.77
971.00	-0.90
972.00	-1.29
973.00	-0.89
974.00	0.32
975.00	0.92
976.00	0.05
977.00	-0.89
978.00	0.03
979.00	-0.92
980.00	-0.70
981.00	1.83
982.00	-0.41
983.00	1.94
984.00	1.02
985.00	-0.10
986.00	0.61
987.00	0.66
988.00	1.24
989.00	-1.37
990.00	-0.86
991.00	-0.97
992.00	1.15
993.00	-1.21
994.00	0.92
995.00	-0.55
996.00	-0.86
997.00	-1.11
998.00	-1.22
999.00	-1.89
1000.00	0.08
